mag,ra,dec
21,14.203219,-0.588179
20.1,17.833107,22.683357
19.74,14.478657,33.176703
19.57,11.363683,-13.218445
19.4,11.887989,-7.375136
19.11,10.817605,5.040578
18.8,8.893343,-3.49008
18.6,14.941033,17.918345
18.44,8.541916,-1.575998
18.4,5.629428,79.541084
18.32,4.438892,3.61099
18.23,18.722753,40.672072
18.02,3.84994,-0.877712
18,3.380079,27.144703
18,7.660169,33.467206
18,12.488011,53.550068
17.98,17.926083,58.405276
17.9,23.648876,21.020922
17.89,11.898074,6.997776
17.88,14.51166,59.717783
17.82,12.835801,54.785315
17.7,22.437138,2.999749
17.68,8.675112,18.400296
17.6,11.794926,0.250991
17.52,19.28281,5.148625
17.46,2.468244,3.179135
17.4,0.228064,80.665318
17.4,7.533617,57.916503
17.4,23.279506,-40.795679
17.34,0.535911,-2.900195
17.3,0.859893,-22.910033
17.29,4.771299,48.750101
17.14,22.481691,-13.422308
17.11,4.439022,4.543983
17.05,13.216483,-47.469579
17.05,14.944004,-28.165379
17,4.370699,15.516229
17,8.039103,3.331114
17,12.915399,-6.334945
16.99,14.474767,45.907929
16.98,7.837231,7.198049
16.97,9.093681,73.248138
16.87,20.092916,-10.949194
16.86,2.776303,16.420875
16.78,16.926474,-8.395842
16.77,3.236543,28.679658
16.7,2.340216,37.792268
16.69,7.837508,7.194697
16.67,3.582387,28.258827
16.6,20.946253,-4.844744
16.59,7.762022,-33.919724
16.58,12.417054,23.387151
16.57,7.01424,31.964209
16.5,0.370909,42.611962
16.5,2.802468,27.074291
16.5,9.546703,26.995977
16.5,10.760817,-19.113784
16.48,14.790219,-17.706073
16.47,5.793468,69.747763
16.46,7.56452,22.39426
16.46,10.648823,-20.682637
16.42,7.672348,-17.413251
16.41,9.729696,-7.063326
16.39,11.762785,63.099159
16.38,7.558673,64.159795
16.37,6.34674,6.755984
16.32,12.312552,29.759332
16.3,0.743168,-18.952208
16.3,5.97153,-4.632901
16.3,14.7444,-22.246314
16.2,2.282333,42.967617
16.2,10.525217,57.088131
16.17,21.224744,7.436102
16.13,16.464805,9.203848
16.12,3.419638,-1.818863
16.1,23.594911,6.185398
16.1,23.996567,47.762093
16.05,0.341252,33.087264
16,2.617673,6.901559
16,9.311488,26.765523
16,12.990002,7.731934
16,13.14127,85.041151
16,18.894963,-38.616127
15.99,2.285961,35.4434
15.98,22.773765,-6.657564
15.97,5.098023,-17.378146
15.96,11.013393,12.061814
15.95,15.917977,33.846944
15.9,0.236939,-13.183654
15.9,15.096919,-7.245963
15.89,5.234186,8.006434
15.89,13.189255,28.560864
15.87,4.007416,8.236274
15.87,22.058056,78.279092
15.86,2.770639,-4.987347
15.84,12.709384,77.889024
15.83,13.686674,30.031954
15.8,4.612552,27.16566
15.8,17.621667,-54.438433
15.8,21.980401,-32.441477
15.79,2.275314,13.594943
15.79,12.191358,57.401977
15.79,13.002522,3.476887
15.77,4.37039,19.486785
15.76,2.544001,-14.197209
15.75,13.19628,25.340224
15.75,23.444481,-46.846968
15.72,8.511028,32.699032
15.72,20.232049,6.709687
15.72,23.831738,29.567389
15.7,22.932212,5.756269
15.69,13.881237,66.816623
15.68,6.789491,2.519804
15.68,7.170675,37.671098
15.67,8.432069,69.038815
15.66,22.16319,14.495462
15.65,13.801,23.579437
15.65,16.672695,67.602032
15.65,18.355259,61.014146
15.65,22.898146,-6.782264
15.61,2.037337,10.337364
15.6,3.712961,-24.46121
15.6,10.803471,-11.336727
15.6,18.40101,-13.147641
15.58,20.839089,26.508775
15.56,9.339068,26.730044
15.56,12.804733,58.341175
15.53,2.775094,-2.45629
15.53,14.964527,56.654821
15.52,5.396867,22.546634
15.52,22.856204,29.66217
15.51,16.072137,-6.280874
15.5,0.791709,-36.955203
15.5,4.431462,12.197744
15.5,10.57414,46.307524
15.5,10.748676,32.407894
15.5,14.940757,17.914998
15.5,18.505852,54.789391
15.5,23.873318,-14.690523
15.48,13.113064,30.859355
15.42,0.411699,-27.147825
15.42,23.240333,-6.548251
15.41,14.449744,23.797525
15.41,15.462474,-9.028458
15.4,8.847825,52.898138
15.39,18.287451,68.5458
15.37,10.03044,14.691415
15.37,19.377891,29.42962
15.37,19.404267,75.554496
15.36,10.985182,30.25269
15.36,19.956558,-12.56533
15.35,21.904405,-43.602723
15.33,3.383841,42.009647
15.32,0.598632,10.476375
15.32,2.810082,54.388169
15.32,12.280905,2.969223
15.32,13.803766,23.61286
15.3,13.671502,47.208293
15.3,13.939102,-28.064498
15.29,14.893726,11.569003
15.28,5.703557,-5.463772
15.27,4.375574,39.014815
15.27,7.03144,-6.452051
15.25,0.930594,-11.458015
15.21,4.847341,22.125547
15.21,19.827075,8.205684
15.2,9.838137,53.253606
15.19,3.742846,18.437389
15.19,17.135359,2.958323
15.18,8.987494,32.953206
15.17,8.808083,61.152818
15.17,16.029177,30.460699
15.16,2.624854,0.35665
15.16,19.137786,26.582558
15.14,11.385818,25.894566
15.13,3.344863,9.036566
15.12,1.033284,54.180709
15.11,9.296739,58.424122
15.11,18.764744,52.461266
15.1,10.25025,-56.164511
15.1,11.585262,-5.656094
15.1,14.326332,-5.151874
15.1,17.295538,11.668777
15.09,2.641322,6.624401
15.09,7.974943,15.502525
15.09,9.963562,24.549531
15.09,16.190392,13.36966
15.08,13.790057,10.360438
15.06,16.68265,53.685224
15.05,8.689501,59.499027
15.04,1.274655,24.324462
15.04,4.369416,19.483471
15.02,9.358201,73.114722
15,1.379181,0.532646
15,2.761141,44.953006
15,7.865454,-0.001128
15,8.523064,-10.497903
15,9.482195,-7.369184
15,11.575063,-32.833234
15,11.776003,-40.495551
15,11.8717,10.016774
15,12.011089,-13.820172
15,14.385366,-22.287506
15,16.573424,57.166948
15,22.723031,22.138384
14.99,15.588991,17.71319
14.98,20.182112,-25.587269
14.97,4.421283,8.068282
14.96,3.445733,19.244193
14.95,1.423524,-26.013384
14.94,22.415465,52.006254
14.93,13.985425,-23.559005
14.92,8.970901,19.764954
14.92,18.723701,4.338839
14.9,0.044479,-34.226836
14.9,6.73051,51.140749
14.9,9.699848,6.955237
14.9,13.104282,20.728141
14.9,21.521904,-9.790445
14.9,21.826623,5.649427
14.88,12.449244,27.017083
14.88,20.138471,33.300964
14.85,1.36937,-26.908201
14.85,3.150009,10.02511
14.85,5.673804,24.804352
14.85,18.046075,37.515462
14.85,19.054564,-13.569937
14.83,6.530652,41.498078
14.83,6.991184,19.349633
14.83,22.581924,-1.08525
14.82,16.583505,43.293404
14.81,8.497244,26.778532
14.81,12.662186,25.513292
14.81,21.735557,17.075911
14.8,0.272624,15.92158
14.8,1.093517,28.492361
14.8,12.694,48.239719
14.8,22.323172,-28.389618
14.79,16.521808,40.863954
14.78,2.346081,2.975836
14.78,3.367837,2.942638
14.77,1.335319,84.15857
14.75,3.211895,-54.114162
14.75,5.605544,41.50332
14.75,7.864418,5.550087
14.75,8.557029,18.529782
14.73,3.175254,-68.599373
14.73,13.508662,19.157206
14.73,14.955628,14.981675
14.71,10.385732,63.460601
14.7,3.139614,43.036621
14.7,3.428413,5.865782
14.7,3.722959,-9.56375
14.7,14.425291,-20.263798
14.7,15.082697,-21.118199
14.7,16.137256,-10.439781
14.7,17.644512,61.23411
14.69,23.586282,-2.390374
14.68,5.490484,15.578114
14.68,8.685479,67.658496
14.68,20.721283,55.350858
14.68,21.947793,-51.008261
14.68,22.935594,68.258321
14.67,7.170398,37.671118
14.67,9.322206,38.52487
14.67,14.915449,41.145808
14.67,17.255194,4.961607
14.66,9.966275,11.807942
14.66,14.499971,29.566208
14.65,13.609009,3.679643
14.65,21.980685,-32.471467
14.65,22.661604,-12.590205
14.64,3.177732,73.774349
14.64,21.948672,-1.902227
14.63,7.513485,48.175745
14.6,1.851118,-6.118806
14.6,4.559549,20.746384
14.6,4.931722,4.672227
14.6,6.489939,-2.812227
14.6,11.882776,24.477707
14.6,13.887682,-9.277593
14.6,23.775217,-50.72034
14.59,23.427486,53.134596
14.58,16.887726,-87.425362
14.57,4.506696,17.497263
14.57,19.316187,38.721926
14.55,5.85547,-0.17199
14.55,6.431237,56.174924
14.55,9.156883,40.101526
14.55,20.927146,-14.065635
14.54,0.409527,30.040407
14.54,2.270967,39.857975
14.54,5.785673,-5.204348
14.54,14.115545,38.610018
14.53,0.623595,-20.896011
14.53,0.690425,-22.350742
14.52,0.72655,28.444334
14.52,1.155118,-24.507478
14.52,2.188751,39.922403
14.52,9.322205,38.523203
14.52,11.181243,47.950146
14.51,3.789034,8.697946
14.51,16.306539,75.720584
14.5,1.863635,64.4317
14.5,8.922085,-71.59256
14.5,10.195664,35.310387
14.5,20.068486,-31.69849
14.5,21.563479,1.784283
14.5,23.758834,-16.171768
14.48,7.271613,33.153884
14.48,17.345815,49.254553
14.47,6.041436,49.863974
14.46,1.081365,-18.124291
14.46,13.627912,48.137345
14.45,4.46123,59.591115
14.45,5.919344,-4.169761
14.44,2.250028,17.418407
14.44,20.171633,-21.780479
14.42,9.891203,-31.752439
14.42,12.763326,52.922294
14.41,21.901844,-1.287832
14.4,0.785658,-23.509054
14.4,10.870773,5.917776
14.4,11.093507,43.521487
14.4,12.93227,50.923353
14.4,22.28857,-8.804275
14.39,21.762329,20.779969
14.37,3.47737,-15.624936
14.37,20.05721,29.865055
14.36,0.204343,50.423483
14.36,1.190439,15.439265
14.36,4.350211,-48.657863
14.36,22.818243,22.606366
14.36,23.714489,30.821963
14.35,1.334276,38.993571
14.35,16.956304,13.468488
14.34,10.135065,69.246355
14.34,13.813441,4.100193
14.32,8.998684,72.964388
14.31,0.260486,-29.768356
14.31,2.118836,64.288435
14.31,10.959883,-7.523175
14.3,0.422412,22.88711
14.3,4.611015,11.223401
14.3,9.117508,-22.146672
14.3,11.928805,-18.909159
14.3,14.258888,4.656888
14.3,15.531768,28.851056
14.3,16.446541,-17.393765
14.3,17.840285,82.776822
14.29,11.518761,-14.954321
14.28,3.477371,-15.621603
14.28,12.858127,22.117322
14.28,21.324497,-55.842609
14.27,0.391006,24.303852
14.27,2.045583,13.577935
14.27,2.654844,7.472607
14.26,2.350329,36.87995
14.26,15.197526,-10.240098
14.25,0.451454,49.698191
14.25,12.498515,-5.457326
14.25,13.500746,-8.708398
14.24,7.975222,15.50584
14.24,11.403768,21.360564
14.24,23.648598,21.022587
14.23,9.683913,22.024983
14.23,10.045055,14.987349
14.23,16.080799,39.158113
14.22,6.601881,11.615685
14.21,12.488012,53.545068
14.2,0.750074,-15.272806
14.2,1.330899,-27.446425
14.2,2.115794,45.186072
14.2,5.182715,18.628653
14.2,9.940805,22.650833
14.2,11.784459,-11.823506
14.2,16.59014,-27.305035
14.2,22.298295,-36.189478
14.19,4.662063,9.862118
14.19,5.806654,7.762089
14.18,0.123733,29.242444
14.18,12.491021,22.996796
14.18,13.159657,28.984276
14.18,17.523022,82.091971
14.18,18.716072,-11.149918
14.18,23.848242,38.493432
14.17,2.3172,23.881124
14.17,3.619855,69.184059
14.17,15.495482,42.878934
14.17,21.988433,-4.093707
14.16,1.223676,-22.9015
14.16,9.989355,43.841674
14.15,9.769218,-4.428289
14.15,12.282997,31.156772
14.15,16.334532,-37.530714
14.15,17.804188,70.874972
14.14,12.843016,26.923617
14.13,9.01473,48.423436
14.12,2.03023,73.543258
14.11,1.749345,16.345424
14.11,8.722475,44.494752
14.1,2.01314,-10.354695
14.1,4.416976,-40.050311
14.1,5.940372,5.364556
14.1,10.844317,51.75052
14.1,18.324511,-77.053303
14.1,21.023519,20.725811
14.1,21.447957,-44.798104
14.1,21.674795,54.005283
14.09,1.207752,-1.85684
14.09,6.27186,-59.213473
14.09,9.996179,47.20397
14.08,14.341174,-44.532363
14.08,0.688871,55.835085
14.08,2.938447,-70.367634
14.08,7.885359,-67.791861
14.08,11.971734,42.574754
14.08,16.849259,22.450627
14.08,17.626866,22.096424
14.08,22.941805,-60.051167
14.07,11.02196,3.005732
14.06,8.970901,19.763287
14.06,16.952624,21.444217
14.06,21.86976,27.415991
14.06,22.380576,28.030346
14.05,2.350888,36.884928
14.05,2.350888,36.884928
14.05,2.427,37.543731
14.05,9.89872,20.946514
14.05,13.978696,-0.080435
14.04,20.434689,58.57218
14.03,5.344254,58.790979
14.03,9.617897,40.5785
14.03,14.465673,-0.374592
14.02,0.688591,55.833421
14.02,9.363911,43.508091
14.02,15.287056,3.167462
14.01,17.1279,7.367094
14.01,19.8985,44.414552
14.01,21.563617,-6.855211
14,0.394425,77.191153
14,1.9868,3.518118
14,3.481626,-27.310647
14,8.739592,-10.402872
14,8.922323,-23.870256
14,9.60144,-6.116403
14,12.066222,-33.024043
14,13.573357,-26.371338
14,18.122556,9.562153
14,18.685826,24.786125
14,20.715975,-18.920029
14,21.289736,20.896672
14,22.267433,54.664957
14,22.641367,-65.38456
13.99,15.997418,14.99644
13.99,17.164612,11.923923
13.98,0.781927,-26.134192
13.98,5.482401,12.53314
13.97,1.379181,0.532646
13.97,12.443649,-66.212707
13.97,20.89251,10.616098
13.97,21.699646,27.687074
13.96,1.063925,5.076747
13.96,2.863772,29.488897
13.96,12.646129,-49.818389
13.96,14.238115,-15.354825
13.95,14.465396,-0.376271
13.95,18.940544,46.380496
13.95,23.923761,-3.984868
13.94,6.058363,47.805555
13.94,20.18695,16.183883
13.93,2.001942,36.662637
13.93,21.863527,13.604378
13.92,8.113936,-66.299883
13.92,10.742414,-61.193586
13.91,1.199281,4.901888
13.91,1.671154,31.791864
13.91,4.506816,39.85098
13.9,1.856514,21.39435
13.9,2.074297,-1.881711
13.9,2.613162,32.073868
13.9,19.787793,-71.09305
13.9,22.912957,-5.474266
13.89,9.988801,43.841695
13.88,1.716467,-67.298954
13.87,4.21099,-53.865741
13.87,21.802953,1.444986
13.86,0.314836,27.81457
13.86,2.926522,26.872183
13.86,3.611437,3.492598
13.86,14.218074,-12.026836
13.85,1.235603,-36.945208
13.85,4.464811,11.783675
13.85,7.632504,28.280376
13.85,9.266582,53.425452
13.85,10.867779,0.54489
13.85,16.473904,36.76969
13.84,17.365063,21.428229
13.83,0.68228,31.383573
13.83,10.475611,-0.004197
13.83,11.723244,25.303596
13.83,15.575182,14.268972
13.82,1.299927,16.172781
13.82,4.288405,8.823778
13.82,20.467117,-76.688139
13.81,12.316778,11.125205
13.8,0.738944,9.126822
13.8,3.222852,4.775634
13.8,3.481626,-27.312314
13.8,8.984767,-31.220976
13.8,9.548199,51.678697
13.8,13.942174,-54.681563
13.8,15.667391,43.490538
13.8,16.601428,8.810562
13.8,23.236729,-19.647173
13.79,0.282173,5.124112
13.79,11.487898,18.285492
13.79,11.640939,-41.369144
13.77,0.282486,20.064845
13.77,4.630186,-8.818755
13.77,6.691225,15.763355
13.77,7.969214,7.285271
13.77,13.580288,20.193216
13.76,2.563021,15.005616
13.76,6.818074,37.117718
13.75,0.112155,-7.539302
13.75,5.070825,11.058065
13.75,14.536196,-81.346391
13.75,16.219731,-70.158924
13.74,2.167904,35.430119
13.73,12.237909,0.621346
13.72,23.614195,-36.481144
13.71,0.944074,17.459975
13.71,2.589347,23.565041
13.71,4.203735,64.73544
13.71,17.858413,14.755253
13.7,3.878083,17.019189
13.7,4.615422,-29.056706
13.7,5.289768,45.84191
13.7,8.039661,3.341079
13.7,11.277232,-27.955731
13.7,15.527229,-26.923511
13.7,19.941515,-1.043224
13.7,22.067611,-69.925067
13.7,23.296234,-48.320471
13.69,13.472533,-2.358662
13.69,16.66813,0.704918
13.69,17.461075,14.483935
13.68,10.434454,50.452433
13.68,15.397503,17.465257
13.68,15.925444,35.199694
13.68,22.437137,3.003082
13.67,4.219686,50.529608
13.67,6.065152,26.148064
13.67,11.052769,36.653086
13.66,1.054654,62.366819
13.65,4.018442,51.387807
13.65,6.965577,62.325443
13.65,7.470206,-18.793988
13.65,12.802716,47.224683
13.65,13.847843,36.737029
13.65,21.735839,17.057589
13.65,23.120858,-23.129966
13.64,1.053654,31.684057
13.64,11.254365,-18.126053
13.64,21.405232,8.500708
13.63,3.341367,22.415727
13.63,2.613162,32.073868
13.63,18.125803,-15.965789
13.62,2.566343,41.781405
13.62,5.570921,10.319481
13.62,12.384302,-46.626819
13.62,22.226541,25.966697
13.61,14.67931,17.902177
13.61,11.887014,-31.398384
13.61,14.53622,16.01323
13.6,1.127167,22.955479
13.6,10.252022,31.418638
13.6,11.785603,70.033328
13.6,13.455306,-31.178275
13.6,22.085108,5.136083
13.6,22.112911,3.41707
13.58,2.259334,33.962729
13.58,4.174305,-53.603957
13.58,11.360679,6.139325
13.58,15.561011,46.250131
13.58,23.644802,39.156337
13.57,12.094083,-48.198874
13.57,22.228411,-17.687076
13.57,23.820871,10.094897
13.56,5.998584,58.573628
13.56,7.512394,48.202487
13.56,7.87597,6.308598
13.56,17.056637,51.405844
13.56,21.220848,-81.820418
13.55,10.748123,32.412907
13.55,10.767823,9.698379
13.55,20.132602,-1.545386
13.55,22.288714,15.358813
13.54,0.148375,20.840034
13.54,10.926303,-9.357037
13.54,21.756996,-5.9029
13.53,16.245575,4.868353
13.53,18.300838,38.775489
13.52,22.265192,-57.318079
13.52,0.575507,71.196652
13.52,10.434177,50.449108
13.52,12.646398,-4.324554
13.52,17.7031,-8.819827
13.52,17.90186,-34.664358
13.52,19.164328,17.665659
13.52,22.87499,9.901146
13.52,23.902621,51.68573
13.51,20.763558,-49.334886
13.51,8.181683,3.977536
13.5,11.207025,-76.739362
13.5,2.215085,0.004677
13.5,3.063177,-12.854051
13.5,4.216249,52.612881
13.5,4.488294,14.232849
13.5,4.598651,16.510469
13.5,5.313175,-21.393247
13.5,6.987481,-10.265047
13.5,7.865175,-0.002777
13.5,7.96492,-60.297827
13.5,8.746901,-54.698178
13.5,10.247774,-47.154265
13.5,11.246661,-23.104147
13.5,12.159941,-3.555586
13.5,12.705574,-71.631105
13.5,13.702744,-16.006068
13.5,14.240563,23.458849
13.5,15.717741,26.264843
13.5,17.088714,54.469093
13.5,17.83751,23.761898
13.5,19.940235,59.154584
13.5,21.155937,-73.175927
13.49,8.244282,-41.653911
13.49,2.303126,44.26958
13.49,10.641804,48.52924
13.49,21.267532,29.862399
13.48,13.234932,3.89873
13.48,18.315393,66.192187
13.48,20.523978,38.560552
13.47,10.158662,51.284033
13.47,13.582062,74.499263
13.46,1.322937,-26.403585
13.46,10.855876,36.124826
13.46,16.124556,5.964714
13.45,14.359603,-16.258501
13.45,4.186886,49.533079
13.45,4.743635,29.822092
13.45,10.809137,19.15165
13.45,10.803664,-79.467541
13.45,10.941484,7.01532
13.45,15.198952,17.954058
13.45,23.842037,-9.559503
13.44,5.344538,58.795959
13.44,15.321876,67.855495
13.44,16.88184,40.084887
13.43,4.876173,40.707664
13.43,9.426574,18.67212
13.43,17.017353,8.205783
13.43,20.582312,59.290856
13.43,20.676098,15.498127
13.43,21.650204,-24.159135
13.42,1.13818,-28.806489
13.42,6.286339,5.119493
13.42,8.538851,84.411355
13.42,18.693689,39.702656
13.42,21.854619,12.843295
13.42,22.130031,-51.123078
13.41,2.987886,31.774667
13.41,18.375079,62.048056
13.41,19.898222,44.414534
13.41,22.054935,67.498289
13.4,0.219428,69.327087
13.4,3.48033,26.488783
13.4,4.723951,19.006651
13.4,7.127183,48.689294
13.4,13.009381,5.685534
13.4,14.319608,-7.304328
13.4,16.848211,-4.845989
13.4,18.867705,-60.764653
13.4,19.762751,27.124783
13.4,20.066481,-8.13132
13.4,20.738545,-68.09058
13.4,20.762601,-29.459444
13.4,20.768364,33.967211
13.4,21.145891,-4.42783
13.4,22.28857,-8.804275
13.39,17.755444,-78.535848
13.38,7.914911,-29.347999
13.38,9.793075,12.945084
13.38,19.360737,20.865867
13.38,20.814562,19.717464
13.37,3.061238,-12.840617
13.37,16.031397,30.459172
13.36,21.782121,46.634857
13.35,1.129663,34.209245
13.35,9.160408,6.702946
13.35,15.097408,55.077437
13.35,15.167867,19.356916
13.35,15.210632,45.727614
13.35,17.454725,-25.161589
13.35,17.475003,37.450509
13.35,20.612914,38.840261
13.35,21.563479,1.784283
13.34,6.150614,26.557391
13.34,6.813862,37.144919
13.34,7.378539,30.672129
13.34,22.224672,-14.749461
13.34,23.593397,-16.297043
13.33,1.600586,-26.777629
13.33,3.311003,60.608734
13.33,6.703876,3.591613
13.33,9.349583,3.369156
13.33,12.205928,54.488006
13.33,16.12056,26.836947
13.33,21.294526,-8.920292
13.32,1.015669,-4.449474
13.32,8.527146,19.400083
13.32,9.009444,46.586484
13.32,18.218547,26.029617
13.31,13.85077,23.776677
13.31,6.012624,68.136852
13.31,9.104039,12.859599
13.31,17.504494,-51.636093
13.3,0.842415,24.81669
13.3,7.065292,52.707092
13.3,12.554778,9.020714
13.3,13.767341,57.007429
13.3,14.316763,-25.815916
13.3,21.132329,59.712077
13.3,23.739154,21.600277
13.3,23.901531,-41.547944
13.29,3.625948,17.856218
13.28,1.013705,66.948776
13.28,1.730548,-23.853367
13.28,12.280905,2.969223
13.28,14.798663,-3.161989
13.28,15.370228,-27.82965
13.27,1.022265,-72.288409
13.27,12.491892,-56.000517
13.27,19.244324,19.304045
13.26,5.58728,-69.679884
13.26,13.276085,27.872232
13.26,14.537588,49.651399
13.26,23.647423,-7.691982
13.25,6.060716,-31.590244
13.25,23.456516,-52.303496
13.25,6.039658,-20.327382
13.25,10.474167,48.239742
13.25,11.794648,0.254326
13.25,11.850375,48.376728
13.25,12.166,-46.19269
13.25,22.385183,-17.607447
13.25,22.496298,41.480923
13.24,21.711216,20.997876
13.22,20.561719,-5.647008
13.22,0.27094,19.864002
13.22,2.607637,55.478396
13.22,7.606961,7.080332
13.22,12.539116,31.598344
13.22,17.005756,25.349745
13.22,18.598678,80.092144
13.22,22.450899,6.826136
13.21,20.863202,69.097354
13.21,2.523141,57.381226
13.21,23.590128,30.062665
13.2,6.211756,-34.867926
13.2,0.298576,-17.911256
13.2,4.300335,-49.046727
13.2,12.960968,35.22144
13.2,16.039934,-25.101591
13.2,19.002774,70.665069
13.2,22.67791,44.597133
13.19,2.864153,6.229375
13.19,5.298045,-53.680882
13.19,10.425142,26.390106
13.19,14.041381,-21.011248
13.19,20.23289,6.684739
13.19,21.513556,-40.723635
13.18,6.875472,18.275684
13.18,15.885027,34.744795
13.18,16.467364,15.564577
13.17,7.056432,34.70004
13.17,10.059205,5.963094
13.16,18.763366,-34.334304
13.16,10.344254,49.297435
13.16,15.827335,34.81599
13.16,20.095507,52.969738
13.15,20.124245,-43.819368
13.15,0.481432,50.376583
13.15,14.354117,-1.122217
13.14,8.878014,28.317273
13.14,23.269065,6.742761
13.13,1.426766,9.757924
13.13,4.571136,34.826538
13.13,10.517589,-21.646272
13.13,10.575245,46.30416
13.13,16.973699,13.96687
13.12,16.52587,-53.973249
13.12,16.014289,40.327874
13.12,18.666477,33.413619
13.12,21.022471,33.239325
13.11,23.730762,32.546291
13.11,11.592459,38.925611
13.11,17.905014,7.377505
13.1,0.724006,-41.293663
13.1,1.383559,-12.957417
13.1,2.715362,-38.935971
13.1,2.900583,-35.913525
13.1,3.577599,-4.841982
13.1,3.661136,25.481703
13.1,9.280493,-77.838716
13.1,12.606319,-4.378893
13.1,13.50732,-52.058625
13.1,14.284325,31.711595
13.1,15.722236,-30.932534
13.1,19.850455,10.41519
13.1,21.054226,-50.382178
13.09,7.937918,83.390574
13.09,13.716923,9.073041
13.09,19.447572,16.714318
13.08,7.532475,39.228446
13.08,8.470206,20.141587
13.08,9.507739,-32.100961
13.08,20.56725,64.319313
13.08,23.614311,1.165194
13.07,0.132959,8.006092
13.07,10.840731,33.09854
13.07,12.092411,69.539074
13.07,12.826079,9.474797
13.06,0.815883,44.579575
13.06,4.454674,17.239052
13.06,6.3224,-6.656294
13.06,6.411499,23.434998
13.06,20.827555,-0.354239
13.05,1.379647,-25.804437
13.05,2.471498,1.442481
13.05,3.601925,-40.997986
13.05,11.399158,-18.363274
13.05,13.271563,-73.133587
13.05,16.547945,9.839464
13.05,17.708909,-16.641868
13.05,20.496643,9.688571
13.05,0.036059,-43.165974
13.04,2.986093,36.612847
13.04,12.554778,9.020714
13.04,23.479836,5.246769
13.03,2.958665,10.792349
13.03,3.599704,-44.511897
13.03,4.363751,21.330856
13.02,10.829586,35.546333
13.02,13.218087,20.190128
13.02,17.306126,18.147223
13.02,18.590665,45.760807
13.01,2.000561,43.759512
13.01,3.637577,-11.485037
13.01,5.352607,55.767029
13.01,15.856073,29.516877
13.01,19.361195,14.674922
13.01,23.907325,8.160904
13.01,23.962387,19.770238
13,2.263581,-12.672858
13,2.276242,-30.967885
13,5.517847,-30.19386
13,6.538457,-69.950367
13,7.672348,-17.413251
13,9.143479,-25.839107
13,9.594543,35.810449
13,10.478353,32.24086
13,12.498515,-5.457326
13,13.986218,-19.835763
13,16.569272,75.983411
13,19.607346,50.220826
13,21.044379,45.884641
13,21.797221,50.243213
13,23.203236,-14.103146
12.99,1.776769,-8.648957
12.99,13.147286,16.367638
12.98,10.694391,37.610542
12.98,19.620281,27.719451
12.98,23.955456,-12.978089
12.97,10.028541,-75.423952
12.97,11.966452,-48.056324
12.97,5.08673,-12.003695
12.97,12.856742,22.103967
12.97,13.300421,2.234318
12.97,14.20294,-0.584856
12.97,17.331421,26.50097
12.96,13.564427,-53.432153
12.96,2.560159,24.925877
12.96,8.663429,8.940073
12.96,9.146287,66.594062
12.96,12.72663,25.105443
12.96,16.239315,-28.508955
12.95,7.53397,17.320752
12.95,8.113692,36.761973
12.95,10.217272,-35.741232
12.95,16.590942,35.015612
12.94,18.127834,-54.607989
12.94,20.816901,31.848822
12.93,3.968185,81.239732
12.93,8.663429,8.940073
12.93,13.382486,24.4648
12.93,20.561929,23.368725
12.93,20.818409,37.469227
12.93,23.955733,-12.979755
12.92,11.570158,-43.704831
12.92,11.133391,-5.158017
12.92,16.242558,19.10067
12.92,20.32759,8.004681
12.92,23.584477,25.249053
12.91,15.592249,64.505756
12.91,3.708375,12.522471
12.91,12.203089,48.817879
12.91,17.295361,-11.826749
12.91,19.762751,27.124783
12.91,22.421205,59.41303
12.91,22.798356,31.869631
12.9,13.881422,-44.012904
12.9,19.134714,-53.351163
12.9,4.368687,19.259909
12.9,6.013493,68.151792
12.9,11.8053,-11.286397
12.9,12.484185,41.730565
12.9,12.540261,20.393349
12.9,13.393797,-25.912612
12.9,13.855145,-53.538841
12.9,14.335234,-9.621801
12.9,16.572877,57.160243
12.9,21.943861,19.769541
12.9,22.257163,66.22384
12.9,23.730688,32.546681
12.89,1.198727,4.918567
12.89,2.443969,88.409915
12.89,4.094071,5.74431
12.89,11.253346,19.454674
12.88,12.485193,2.052398
12.88,15.462893,65.403859
12.88,21.053922,-56.963432
12.88,19.698211,3.152245
12.88,19.837924,31.781177
12.87,3.663095,33.476324
12.86,10.621003,-29.855492
12.86,16.29759,-40.057406
12.86,18.953604,7.567363
12.86,6.234142,51.671668
12.86,13.155285,-40.151517
12.85,2.082198,-79.538348
12.85,6.505853,30.962597
12.85,2.475824,-20.037599
12.85,18.440083,11.3471
12.84,6.947534,-21.14146
12.84,15.826779,51.049193
12.84,0.077898,-40.705153
12.84,0.365782,49.2103
12.84,1.633079,-4.995205
12.84,3.067879,-20.376479
12.84,4.847381,26.12317
12.84,12.038625,28.587966
12.83,0.658833,60.553034
12.83,1.658679,5.05905
12.83,8.199296,8.775732
12.83,17.295642,-11.835062
12.83,19.852496,46.481542
12.82,20.067376,-65.60169
12.82,23.996218,-44.067905
12.81,1.689717,-52.545064
12.81,8.757636,81.002694
12.81,18.712303,13.903141
12.81,21.750289,-5.787432
12.8,5.983218,-7.667155
12.8,9.922081,51.616395
12.8,2.090112,-28.05345
12.8,5.470507,2.971009
12.8,5.598663,-7.64487
12.8,7.291708,19.572512
12.8,7.828901,84.982857
12.8,8.901531,-13.12357
12.8,13.334273,-35.402311
